번호,상호,도로명주소,지번주소,좌표
255,가로매점,서울 강북구 도봉로 52,서울 강북구 미아동 1364,"127.0305267,37.6137225"
256,토큰판매점,서울 강북구 도봉로 45,서울 강북구 송천동 60-5번지,"127.0294620,37.6131312"
257,토큰박스,서울 강북구 도봉로 334,서울 강북구 번1동 446-50번지,"127.0255515,37.6375526"
258,1등복권방,서울 강북구 삼양로 252,서울 강북구 삼양동 777-3번지,"127.0185034,37.6258455"
259,센타포인트명동앞복지가판점,서울 중구 남대문로 84,서울 중구 남대문로2가 9-1,"126.9828830,37.5646780"
260,종합가판제141호,서울 중구 퇴계로 447,서울 중구 황학동 686번지,"127.0219296,37.5658796"
261,가로판매점117호,서울 중구 장충단로 257,서울 중구 을지로6가 18-88번지,"127.0085048,37.5676266"
262,종합가로판매점113호패션TV앞,서울 중구 을지로 264 롯데 FiTin,서울 중구 을지로6가 21-31,"127.0070531,37.5657367"
263,상호없음,서울 중구 다산로 109-1,서울 중구 신당동 369-2,"127.0098789,37.5536991"
264,가판점,서울 중구 을지로 193-1 ,서울 중구 을지로4가 140-1,"126.9995692,37.5668817"
265,종로3가1호선역2번출구가로판매점82호,서울 종로구 돈화문로 23 ,서울 종로구 종로3가 23-1,"126.9919207,37.5707001"
266,가로판매대,서울 종로구 통일로 156-1 ,서울 종로구 교남동 46,"126.9647010,37.5681902"
267,가야복권방,서울 종로구 통일로 246-10 무악현대아파트,서울 종로구 무악동 82,"126.9589731,37.5744586"
268,동대문1번출구앞가로가판점(65호),서울 종로구 종로 301,서울 종로구 창신동 551,"127.0111748,37.5720149"
269,상호없음,서울 종로구 새문안로 103-1,서울 종로구 신문로1가 10-1번지,"126.9762033,37.5704842"
270,SK텔레콤종로지점앞가판대,서울 종로구 우정국로 6 SK텔레콤,서울 종로구 관철동 290,"126.9832355,37.5693954"
271,신사우리가판,서울 강남구 강남대로 620,서울 강남구 신사동 502-11,"127.0197123,37.5171485"
272,버스표판매소,서울 강남구 압구정로  151-2,서울 강남구 압구정동 394,"127.0244003,37.5252805"
273,선릉가판점,서울 강남구 선릉로 519 삼능빌딩,서울 강남구 역삼동 696-40,"127.0480302,37.5058735"
274,버스표판매소,서울 강남구 논현로 837 원방빌딩,서울 강남구 신사동 584-3,"127.0279801,37.5233451"
275,가로판매대(구)-3,서울 강남구 압구정로 201 현대아파트,서울 강남구 압구정동 458,"127.0290409,37.5301797"
276,행복편의점,서울 구로구 구로중앙로 14,서울 구로구 구로동 142-65번지,"126.8922703,37.4916078"
277,버스토큰판매소,서울 구로구 시흥대로 577,서울 구로구 구로동 1123-1,"126.9022560,37.4844586"
278,교통카드판매대,서울 구로구 경인로 661,서울 구로구 신도림동 337번지,"126.8883336,37.5100374"
279,가판점,서울 구로구 경인로3길 지하 64,서울 구로구 온수동 119번지,"126.8235620,37.4889803"
280,종합가판점,서울 구로구 가마산로 245,서울 구로구 구로동 435번지,"126.8875360,37.4954720"
281,서울구가-17가판,서울 구로구 구로동로 130-2,서울 구로구 구로4동 731-4번지,"126.8844061,37.4903284"
282,버스토큰판매소,서울 구로구 경인로 323,서울 구로구 개봉1동 157-13번지,"126.8561743,37.4976589"
283,명당복권,서울 동대문구 왕산로 112-1,서울 동대문구 용두동 711-4번지,"127.0357713,37.5779916"
284,종합가판점,서울 동대문구 왕산로40길 6,서울 동대문구 전농동 620-26,"127.0449714,37.5796968"
285,상호없음,서울 중구 세종대로 90-1,서울 중구 태평로2가 113-1,"126.9772570,37.5641466"
286,가로판매점,서울 중구 서소문로 109,서울 중구 서소문동 53-6번지,"126.9732836,37.5630616"
287,가판100호,서울 중구 을지로 115-1,서울 중구 을지로3가 5-4번지,"126.9907708,37.5664597"
288,남대문회현역가판15호,서울 중구 퇴계로 45,서울 중구 남창동 47-12,"126.9775829,37.5582888"
289,신가로판매점,서울 중구 세종대로 93,서울 중구 태평로2가 360-1번지,"126.9766451,37.5647017"
290,가로판매대제152호(신),서울 중구 남대문로 114,서울 중구 남대문로1가 22-6번지,"126.9830339,37.5673056"
291,하나은행별관앞가판43호,서울 중구 을지로 55,서울 중구 을지로2가 9-10번지,"126.9840415,37.5664120"
292,가로가판대제57호(구),서울 중구 세종대로14길 6-2,서울 중구 태평로2가 69-1번지,"126.9770808,37.5629202"
293,종합가로가판점,서울 중구 마른내로 166,서울 중구 광희동1가 202-1번지,"127.0063237,37.5643587"
294,중구가판12호,서울 중구 한강대로 416,서울 중구 남대문로5가 541번지,"126.9737678,37.5555057"
295,가로판매대제18호,서울 중구 소공로 51 우리은행본점,서울 중구 회현동1가 203,"126.9817843,37.5594054"
296,중구-가로가판대-37,서울 중구 남대문로 20-2,서울 중구 남대문로3가 30-6번지,"126.9780735,37.5608352"
297,가로판매대제13호,서울 중구 퇴계로 36,서울 중구 남창동 169-2번지,"126.9770507,37.5573093"
298,가판14호,서울 중구 퇴계로 37,서울 중구 남창동 61-4번지,"126.9763531,37.5580967"
299,신문가판대,서울 중구 세종대로 5-1 ,서울 중구 남대문로5가 63-13,"126.9726749,37.5577488"
300,신간판,서울 중구 무교로 24,서울 중구 무교동 12-1번지,"126.9794947,37.5681015"
301,가판점,서울 중구 퇴계로 123,서울 중구 충무로2가 65-7번지,"126.9853496,37.5612886"
302,가로대가판점,서울 은평구 통일로 741,서울 은평구 대조동 6-5번지,"126.9286013,37.6114224"
303,황금대박점,서울 노원구 공릉로 328,서울 노원구 하계동 180-11번지,"127.0710297,37.6359888"
304,가판점,서울 노원구 동일로  1231-2,서울 노원구 중계동 503-3,"127.0666156,37.6391480"
305,신문판매대,서울 노원구 화랑로 455-2,서울 노원구 공릉동 629-2,"127.0777902,37.6185444"
306,가판대,서울 도봉구 마들로 859-19,서울 도봉구 도봉동 30-1,"127.0480152,37.6862598"
307,운수대통가판점,서울 성동구 왕십리로 327 ,서울 성동구 하왕십리동 966-14,"127.0332569,37.5623974"
308,KB행당동지점옆가판,서울 성동구 고산자로 198,서울 성동구 행당1동 320-22번지,"127.0342700,37.5578006"
309,가로판매1-4-28,서울 성동구 고산자로 348,서울 성동구 마장동 522-6,"127.0380731,37.5705433"
310,만복당,서울 성동구 행당로 1 ,서울 성동구 금호동1가 125-1,"127.0203600,37.5548181"
311,토마토,서울 성동구 마조로7길 15-1,서울 성동구 행당동 3-3번지,"127.0394714,37.5607293"
312,우리은행금호동지점앞가판,서울 성동구 장터길 46,서울 성동구 금호동4가 1109번지,"127.0210193,37.5481827"
313,로또킹,서울 영등포구 영중로 2,서울 영등포구 영등포동3가 10-13,"126.9067499,37.5167420"
314,가판점(신문),서울 영등포구 양평로 50-2,서울 영등포구 당산동6가 337-17,"126.9010078,37.5344783"
315,당산로또명당점,서울 영등포구 양평로 52,서울 영등포구 당산동6가 337-19번지,"126.9008820,37.5346563"
316,교통카드판매대,서울 영등포구 여의나루로 71 동화빌딩,서울 영등포구 여의도동 25-3,"126.9268892,37.5237795"
317,버스충전소,서울 서초구 동작대로 126,서울 서초구 방배동 1763번지,"126.9826200,37.4877410"
318,가판점,서울 서초구 효령로 283 ,서울 서초구 서초동 1602-2,"127.0150234,37.4850618"
319,버스충전소,서울 서초구 신반포로 177 반포쇼핑타운,서울 서초구 잠원동 75-19,"127.0034174,37.5060987"
320,가로판매점,서울 서초구 신반포로 189,서울 서초구 잠원동 69-3번지,"127.0048933,37.5065445"
321,오케이상사,서울 서초구 신반포로 176,서울 서초구 반포동 19-3번지,"127.0045339,37.5038241"
322,버스카드충전소,서울 서초구 신반포로 205 반포쇼핑타운,서울 서초구 잠원동 69-12,"127.0064782,37.5070249"
323,경영상회,서울 서초구 강남대로 341,서울 서초구 서초동 1329-8번지,"127.0293874,37.4932705"
324,드림로또,서울 서초구 신반포로 194 강남고속버스터미널,서울 서초구 반포동 19-4,"127.0058468,37.5056800"
325,로또와 토토,서울 서초구 방배로13길 18 방배아크로타워,서울 서초구 방배동 923-6,"126.9953391,37.4831047"
326,복권판매소,서울 서초구 서초중앙로 113 영한빌딩,서울 서초구 서초동 1575-3,"127.0137428,37.4918747"
327,행운복권마트,서울 서초구 서초대로 96 ,서울 서초구 방배동 937-22,"126.9928685,37.4872041"
328,승지GALLANT,서울 서초구 신반포로 194 강남고속버스터미널,서울 서초구 반포동 19-4,"127.0058468,37.5056800"
329,경부선 하차장로또방,서울 서초구 신반포로 194 강남고속버스터미널,서울 서초구 반포동 19-4,"127.0058468,37.5056800"
330,우리샵,서울 서초구 서초대로77길 3,서울 서초구 서초동 1317-20번지,"127.0264971,37.4980499"
331,교통카드,서울 서초구 강남대로 517 형제빌딩,서울 서초구 반포동 723-13,"127.0222943,37.5081106"
332,이마트24 서울고속터미널4호점,서울 서초구 신반포로 194 강남고속버스터미널,서울 서초구 반포동 19-4,"127.0058468,37.5056800"
333,연초2호 쇼케이스7호,서울 서초구 신반포로 194 강남고속버스터미널,서울 서초구 반포동 19-4,"127.0058468,37.5056800"
334,종합가판점,서울 은평구 응암로 247,서울 은평구 응암3동 124-17번지,"126.9178721,37.5942306"
335,종합가판점,서울 은평구 통일로 749,서울 은평구 대조동 4-1번지,"126.9281847,37.6119547"
336,가판,서울 은평구 통일로 750,서울 은평구 불광1동 267-1번지,"126.9286789,37.6123464"
337,가판점,서울 도봉구 도봉로 767,서울 도봉구 도봉동 616-19번지,"127.0438771,37.6729455"
338,남영동로또,서울 용산구 한강대로 277-1,서울 용산구 갈월동 90-16번지,"126.9722258,37.5430197"
339,행운가판점,서울 용산구 한강대로 80 ,서울 용산구 한강로2가 222-5,"126.9665133,37.5275030"
340,가로판매점,서울 용산구 한강대로 114,서울 용산구 한강로2가 424-2,"126.9689037,37.5298406"
341,가로판매점,서울 용산구 원효로 179,서울 용산구 원효로2가 72번지,"126.9624979,37.5361845"
342,신문가판점,서울 용산구 한강대로77길 19,서울 용산구 갈월동 99-4,"126.9716188,37.5417529"
343,이촌가판점,서울 용산구 이촌로71길 10,서울 용산구 이촌동 409번지,"126.9729876,37.5204952"
344,가로판매점,서울 용산구 원효로 166,서울 용산구 원효로2가 94-2번지,"126.9614889,37.5350216"
345,복권세상,서울 양천구 신월로 187,서울 양천구 신월동 535-4번지,"126.8436738,37.5197020"
346,까치복권,서울 양천구 화곡로 103 ,서울 양천구 신월동 23-17,"126.8333560,37.5399573"
347,토큰박스,서울 동대문구 이문로 93 민족통일MJ캠퍼스외대,서울 동대문구 이문동 329-1,"127.0592314,37.5953819"
348,로또판매점,서울 동대문구 왕산로37길 11,서울 동대문구 청량리동 773,"127.0440026,37.5806153"
349,버스카드충전소,서울 강남구 테헤란로 625 덕명빌딩,서울 강남구 삼성동 170-9,"127.0660681,37.5101582"
350,교통카드충전소,서울 강남구 선릉로 309,서울 강남구 역삼동 765-9번지,"127.0521782,37.4971888"
351,서교동가판점,서울 마포구 양화로 115,서울 마포구 서교동 374-18번지,"126.9194693,37.5541137"
352,가로매점,서울 마포구 마포대로 61-1,서울 마포구 도화동 559,"126.9480097,37.5413570"
353,로또복권판매소,서울 마포구 마포대로 44,서울 마포구 도화동 37번지,"126.9470994,37.5399727"
354,아현역3번출구앞가판점,서울 마포구 마포대로 249 아현산업정보학교,서울 마포구 아현동 267-1,"126.9579612,37.5570443"
355,가로판매점,서울 서대문구 신촌로 5 ,서울 서대문구 창천동 510-5,"126.9277299,37.5586821"
356,우미6호가판점,서울 서대문구 충정로5길 2 ,서울 서대문구 충정로3가 190-21,"126.9641207,37.5627447"
357,가로판매점,서울 서대문구 수색로 32 ,서울 서대문구 남가좌동 293-85,"126.9151317,37.5695019"
358,가판점,서울 서대문구 신촌로 155,서울 서대문구 대현동 101-25번지,"126.9432628,37.5569454"
359,대박종합복권가로판매점,서울 서대문구 신촌로 75,서울 서대문구 창천동 72-7번지,"126.9349440,37.5560882"
360,가로판매점,서울 서대문구 신촌로 103,서울 서대문구 창천동 18-42,"126.9374787,37.5555703"
361,가로판매점18호,서울 서대문구 신촌역로 16 신촌가이아,서울 서대문구 대현동 27-20,"126.9431952,37.5580730"
362,토로또가판점,서울 동작구 노량진로 168-2,서울 동작구 노량진동 148-80,"126.9445820,37.5136744"
363,토큰박스,서울 동작구 흑석로 106-5 ,서울 동작구 흑석동 102-25,"126.9614485,37.5078976"
364,Q마트,서울 동작구 장승배기로 146 노량진1동우편취급소,서울 동작구 노량진동 236-13,"126.9403673,37.5105288"
365,가판점,서울 동작구 상도로 246 일강빌딩,서울 동작구 상도동 32-10,"126.9457522,37.5047392"
366,가판점,서울 강동구 천호대로 1073 힐탑프라자,서울 강동구 천호동 449-49,"127.1312324,37.5366086"
367,토큰판매소,서울 강동구 양재대로 1631,서울 강동구 명일동 312-86번지,"127.1437839,37.5512462"
368,가판점,서울 강동구 양재대로 1370-1,서울 강동구 둔촌동 520-1,"127.1367148,37.5283114"
369,버스표 담배,서울 강동구 올림픽로 811,서울 강동구 암사동 504-22번지,"127.1283921,37.5534845"
370,행운마트,서울 강동구 구천면로34길 71,서울 강동구 천호동 100-3번지,"127.1350970,37.5428664"
371,대박가판장,서울 강동구 양재대로 1627,서울 강동구 명일동 312-92,"127.1437513,37.5509248"
372,가로판매점,서울 강동구 양재대로 1443,서울 강동구 길동 458-5번지,"127.1385467,37.5349374"
373,고덕로또복권,서울 강동구 상일로15길 18,서울 강동구 고덕동 193-5,"127.1701144,37.5582662"
374,돼지복권,서울 강동구 올림픽로 746,서울 강동구 천호동 315,"127.1269954,37.5477077"
375,가로판매대,서울 강동구 올림픽로 648,서울 강동구 천호동 455-21,"127.1238673,37.5392913"
376,베네시티앞가판,서울 강동구 올림픽로 664,서울 강동구 천호2동 425-5번지,"127.1249414,37.5406109"
377,버스카드충전소,서울 관악구 남부순환로 1784 ,서울 관악구 봉천동 883-15,"126.9484496,37.4814223"
378,가로판매점,서울 관악구 과천대로 955 ,서울 관악구 남현동 1060-11,"126.9811803,37.4759484"
379,로또 명당 가판점,서울 금천구 남부순환로 1390 전영수내과의원,서울 금천구 독산동 876-2,"126.9052183,37.4798411"
380,버스카드판매대,서울 관악구 신림로 145-2,서울 관악구 신림동 1513,"126.9333057,37.4719680"
381,사당,서울 관악구 과천대로 953 ,서울 관악구 남현동 1061-59,"126.9812959,37.4757112"
382,가로가판대,서울 관악구 시흥대로 572 한성빌딩,서울 관악구 신림동 1643-6,"126.9028357,37.4838971"
383,가로판매점,서울 금천구 시흥대로 480,서울 금천구 독산3동 967-19번지,"126.8990868,37.4763558"
